End Time,Artist Name,Track Name,Milliseconds Played
2024-08-15 13:33,MOONLGHT,Cocaine,1460
2024-08-15 13:33,The Raider,MISTAKES,500
2024-08-15 13:35,Snake16,PINGWIN XDDDDDDD,137706
2024-08-15 13:39,Mad Scientists,All Fake,254132
2024-08-15 13:43,Joey Tingen,Euphoria,207437
2024-08-15 13:45,SKT,GO HARDER,174018
2024-08-15 13:48,ERA,The Mass,156444
2024-08-15 13:51,Dark Individual,Making Money Solo,175609
2024-08-15 13:54,Schlot,Breathe,166698
2024-08-15 13:57,Colin Hennerz,BASS CANNON,213015
2024-08-15 14:02,Hardtekk Channel,Schnipp Schnapp Schneller,315471
2024-08-15 14:05,masami,GIVE ME,165062
2024-08-15 14:09,Broken Minds,Furious Anger,205647
2024-08-15 14:11,Noiseflow,This is Uptempo,164076
2024-08-15 14:14,Vibration M,Nico M,152355
2024-08-15 14:20,Promo,Shut up!,366185
2024-08-15 14:22,TobsTek,Vielleicht Vielleicht Uptempo,128470
2024-08-15 14:26,PASSIK,Innerbloom,230562
2024-08-15 14:29,HBz,BELIEVE,180387
2024-08-15 14:31,Psytekkz,Remedy Hardtekk,153604
2024-08-15 14:34,FoxTune,Past Lives - Hardtekk,162374
2024-08-15 14:37,Nik Taylor,Lose My Breath,177318
2024-08-15 14:40,DJ Pisse,CHILL DROGE,172944
2024-08-15 14:43,Toby DEE,Toccata,214727
2024-08-15 14:46,DJ Rob,Boy's Interface - Dark Headz Refix,179294
2024-08-15 14:49,MI37,U Got 2 Know,163334
2024-08-15 14:52,KRAZKA,sgambettando,206346
2024-08-15 14:54,Eure Jungs,I Wouldn't Mind,119200
2024-08-15 14:58,GRAViiTY,N.E.M. - GRAViiTY Remix,207000
2024-08-15 15:01,Kenai,Rock The Rhythm,153290
2024-08-15 15:04,The Purge,RED MOON,181621
2024-08-15 15:07,Bloodlust,Break It Loose,157500
2024-08-15 15:10,Rejecta,Sledgehammer - Level One Remix,180750
2024-08-15 15:13,Cryex,Can't Get Enough,192155
2024-08-15 15:18,Aftershock,Bring Me To Life,275670
2024-08-15 15:20,Adjuzt,Shooting Star,169222
2024-08-15 15:23,Mutilator,ECHOES OF DESTRUCTION,154500
2024-08-15 15:26,Sickmode,WITHOUT YOU,210000
2024-08-15 15:30,Vertile,Run Away (Shutdown Festival 2024 Anthem),190347
2024-08-15 15:32,Radical Redemption,Brutal 11.0,162000
2024-08-15 15:35,Sub Zero Project,The Showdown,180329
2024-08-15 15:57,Fraw,Supercharged (Official Gearbox Supercharged 2024 Anthem),227048
2024-08-15 16:00,Cyber,MF BASS,160744
2024-08-15 16:02,B-Front,The World,138441
2024-08-15 18:11,B-Front,The World,2200
2024-08-16 09:41,B-Front,The World,101290
2024-08-16 09:45,Devin Wild,Highscore - EPIQ 2019 Anthem,252387
2024-08-16 09:48,Sub Zero Project,All For One,167333
2024-08-16 09:52,Re-Style,Fast Life - Radio Edit,270685
2024-08-16 09:55,Dr. Peacock,Medication Time,177424
2024-08-16 13:19,ATRIP,Rainbow,176105
2024-08-16 13:22,Jamie xx,Life,202648
2024-08-16 13:26,Fred again..,places to be,226677
2024-08-16 13:30,Joy Anonymous,JOY (Up The Street),237979
2024-08-16 13:35,The Blessed Madonna,Serotonin Moonbeams,289471
2024-08-16 13:38,Elderbrook,Glad I Found You,211191
2024-08-16 13:42,Antony Szmierek,Seasoning (feat. 2b.Frank),141255
2024-08-16 14:03,Dr. Peacock,Medication Time,80337
2024-08-16 14:07,Anderex,Twin Turbo (Official Gearbox Twin Turbo 2022 Anthem),256500
2024-08-16 14:10,The Purge,DREAMLAND,158788
2024-08-16 14:13,D-Sturb,Fire & Blood,171870
2024-08-16 14:16,E-Force,The Path Of Destruction,197798
2024-08-16 14:19,Ransom,Fistpumpin',147064
2024-08-16 14:21,Rebelion,DAS IST KEIN TECHNO,165003
2024-08-16 14:25,Luminite,Change Your Plan - Radio Mix,216778
2024-08-16 14:28,Sub Zero Project,Sinners Paradise,207012
2024-08-16 14:29,Neroz,W.t.f.u.,16527
2024-08-16 14:32,NINE2NINE,Key To The Mind,192000
2024-08-16 14:37,Deadly Guns,The Chosen Ones - Radio Edit,201239
2024-08-16 14:54,Deadly Guns,The Chosen Ones - Radio Edit,6323
2024-08-16 14:58,Sub Zero Project,Heroes of The Night (Official Intents Festival 2019 Anthem),271830
2024-08-16 14:59,Neroz,Machinegun - Regain Remix,20095
2024-08-16 15:12,D-Sturb,Nothing Like The Oldschool,880
2024-08-16 16:23,ATRIP,Rainbow,176105
2024-08-16 16:27,Bakermat,Praise Break,207619
2024-08-16 16:29,Naughty Boy,Friends,68234
2024-08-17 00:01,Naughty Boy,Friends,91434
2024-08-17 00:04,SG Lewis,Paradise,191802
2024-08-17 00:08,Fred again..,places to be,226677
2024-08-17 00:12,LP Giobbi,Feel,219208
2024-08-17 00:15,Jamie xx,Life,202648
2024-08-17 00:18,Girls of the Internet,Never Ever Ever (feat. shiv),189270
2024-08-17 00:22,RÜFÜS DU SOL,Music is Better,236098
2024-08-17 00:25,Alan Fitzpatrick,On My Mind - Enzo is Burning Remix,162748
2024-08-17 00:29,Fred again..,adore u,220653
2024-08-17 00:32,Snakehips,Been A Minute...,189947
2024-08-17 00:35,ANOTR,Relax My Eyes,192150
2024-08-17 00:39,Disclosure,"She’s Gone, Dance On",226773
2024-08-17 00:42,SILK,Quiver,181459
2024-08-17 00:45,Porij,Ghost,195001
2024-08-17 00:50,The Blessed Madonna,Count On My Love,300920
2024-08-17 00:50,Dom Dolla,Saving Up,4970
2024-08-17 00:50,Confidence Man,I CAN’T LOSE YOU,11696
2024-08-17 00:50,Moon Boots,C.Y.S.,3735
2024-08-17 00:50,Barry Can't Swim,How It Feels,6736
2024-08-17 00:54,Antony Szmierek,Seasoning (feat. 2b.Frank),203869
2024-08-17 00:57,Jasper Tygner,Voices,206637
2024-08-17 01:02,The Blessed Madonna,Serotonin Moonbeams,289471
2024-08-17 01:03,ANOTR,How You Feel (Ft. Leven Kali),25762
2024-08-17 01:07,Fred again..,Kammy (like i do),238829
2024-08-17 01:07,Swedish House Mafia,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,12820
2024-08-17 01:20,Fred again..,Delilah (pull me out of this),89480
2024-08-18 08:49,Two Feet,"Darling, I'm on Your Side",159157
2024-08-18 08:51,Aftershock,Coming Home,152293
2024-08-18 08:54,KELTEK,To The Limit,175727
2024-08-18 08:55,GPF,GURKEN PARTY,63605
2024-08-18 08:59,Ephoric,The Final Hour,217612
2024-08-18 09:01,Rebelion,Never Let U Go,169296
2024-08-18 09:04,Mutilator,Resurrection,151890
2024-08-18 09:08,Vieze Asbak,Break Them In Half,267000
2024-08-18 09:12,Paul Elstak,Thrillseeka - Sub Sonik Remix,225112
2024-08-18 09:15,Quantic,Tropics,149745
2024-08-18 09:16,Triangler,Volt Rave Techno,94611
2024-08-18 09:19,Hippie Sabotage,Nervous System,157888
2024-08-18 09:21,Luminite,Broken Mirrors,107423
2024-08-18 09:24,Knurft,That Uhuh,196600
2024-08-18 09:27,Deadly Guns,Blow The Speakers,178800
2024-08-18 09:28,NeuroBeatz,You Are My Life,99200
2024-08-18 09:33,Atmozfears,pale blue dot,255961
2024-08-18 09:35,Reinier Zonneveld,Sunglasses at Night,124953
2024-08-18 09:36,G&J,Cuban Nights - Extended Mix,14873
2024-08-18 09:36,HYPERAVE,BLOW (WHITE GIRL IN TOWN) - HYPERTECHNO,6038
2024-08-18 09:36,Atmozfears,pale blue dot,23422
2024-08-18 09:37,Vlinder Vos,Sleep Better,4654
2024-08-18 09:37,Bob Sinclar,Rock This Party - Crusy Remix Edit,12080
2024-08-18 09:37,Lucid Keys,silver,11665
2024-08-18 09:37,B-Front,Eternal,40275
2024-08-18 09:37,Restricted,Tunnel Vision,5785
2024-08-18 09:37,Jamiroquai,Deeper Underground,5908
2024-08-18 09:37,Mike Candys,Do It Again,6681
2024-08-18 09:38,TOZA,ANOTHER DAY,5198
2024-08-18 09:39,Adjuzt,Super Naughty,97681
2024-08-18 09:41,Natte Visstick,VISSTICK ANTHEM P.2,102243
2024-08-18 09:44,Two Feet,"Darling, I'm on Your Side",159157
2024-08-18 09:48,Aftershock,Coming Home,152293
2024-08-18 09:50,KELTEK,To The Limit,175727
2024-08-18 09:51,GPF,GURKEN PARTY,4892
2024-08-18 09:52,Ephoric,The Final Hour,74048
2024-08-18 10:01,Ephoric,The Final Hour,1680
2024-08-18 10:04,Flo Dosh,Guataqui - Flo Dosh Remix,162580
2024-08-18 10:07,HUGEL,Aguila (feat. Cumbiafrica),168600
2024-08-18 10:11,G&J,Cuban Nights - Extended Mix,263757
2024-08-18 10:14,G&J,Zorba The Raver,187034
2024-08-18 10:17,Alé Kumá,En Su Lugar,145161
2024-08-18 10:20,HUGEL,"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework",186341
2024-08-18 10:23,Chris Lake,Beggin',183397
2024-08-18 10:25,Cloonee,Mi Amor,96741
2024-08-18 10:25,Dannic,Light The Sky - Devin Wild Remix,9946
2024-08-18 10:29,Da Tweekaz,Lambada (Your Love),266668
2024-08-18 10:34,Da Tweekaz,Lambada (Your Love),266668
2024-08-18 10:38,Rigby,Earth Meets Water - Wildstylez Remix,242027
2024-08-18 10:42,Outsiders,Zing Met Me Mee - Outsiders Remix,236129
2024-08-18 10:45,Steve Aoki,Phat Brahms - Coone Remix,235160
2024-08-18 10:50,Hardwell,Dare You - Audiotricz Remix,280100
2024-08-18 10:55,Dimitri Vegas & Like Mike,Instagram - Mandy Remix,269250
2024-08-18 10:59,Dimitri Vegas & Like Mike,Hey Baby - Coone Remix,279043
2024-08-18 11:02,W&W,Bigfoot - LNY TNZ Remix,172800
2024-08-18 11:05,The Chainsmokers,Don't Let Me Down - Hardwell & Sephyx Remix,162440
2024-08-18 11:08,Dimitri Vegas & Like Mike,Complicated (feat. Kiiara) - Brennan Heart Remix,205751
2024-08-18 11:11,Fedde Le Grand,Sparks (Turn Off Your Mind) - Atmozfears & Audiotricz Radio Mix,141598
2024-08-18 15:04,Fedde Le Grand,Sparks (Turn Off Your Mind) - Atmozfears & Audiotricz Radio Mix,27817
2024-08-18 15:08,Hardwell,Summer Air - Dr Phunk Remix,224310
2024-08-18 15:12,Coone,Toss A Coin To Your Witcher,252800
2024-08-18 15:15,R3HAB,My Girl (with Da Tweekaz),190525
2024-08-18 15:18,Robert Miles,Children (Degos & Re-Done Remix) - Radio Edit,148258
2024-08-18 15:20,Dimitri Vegas & Like Mike,Ocarina (Brennan Heart Remix) - Edit,169194
2024-08-18 15:24,Mark With a K,MoneyShaker (Sub Sonik Remix),200800
2024-08-18 15:27,Alan Walker,On My Way - Da Tweekaz Remix,204198
2024-08-18 15:30,Kaskade,Lessons In Love - Headhunterz Remix Radio Edit,182577
2024-08-18 15:34,Dimitri Vegas & Like Mike,Melody - Coone Remix,235925
2024-08-18 15:39,Dimitri Vegas & Like Mike,Stay A While - Ummet Ozcan Remix,272264
2024-08-18 15:43,Coone,Never Alone,249600
2024-08-18 15:48,Paul Elstak,Luv U More (Da Tweekaz Remix),288326
2024-08-18 15:51,LAXX,High From It (Coone & Sephyx Remix),179500
2024-08-18 15:56,Dimitri Vegas & Like Mike,Higher Place - Brennan Heart & Toneshifterz Remix,336158
2024-08-18 15:59,Manian,Hold Me Tonight - Toneshifterz & Suae & Pulsar Remix,168000
2024-08-18 16:02,Tiësto,Jackie Chan - MANDY Remix,180800
2024-08-18 16:06,DJ Gollum,Africa - Shinzo Radio Edit,251097
2024-08-18 16:10,Alan Walker,On My Way - Da Tweekaz Remix,204198
2024-08-18 16:15,Martin Garrix,Animals - Isaac Remix,128551
2024-08-18 16:46,Martin Garrix,Animals - Isaac Remix,2918
2024-08-18 16:48,Two Feet,"Darling, I'm on Your Side",159157
2024-08-18 16:51,Toby Mai,ANGEL,7357
2024-08-18 16:51,mehro,like you’re god,171362
2024-08-18 16:53,Elijah Blond,Silk,134592
2024-08-18 16:57,NoMBe,Wait 2.0,183428
2024-08-18 16:59,PatrickReza,Tip Toe,121600
2024-08-18 17:02,Two Feet,I Feel Like I'm Drowning,185520
2024-08-18 17:04,Schur,Villains,147180
2024-08-18 17:06,Toby Mai,She Said,124571
2024-08-18 17:08,Imaginary Ambition,Searing,137739
2024-08-18 17:10,PaulWetz,Stop Wasting Time,113046
2024-08-18 21:55,PaulWetz,Stop Wasting Time,36986
2024-08-18 21:58,NoMBe,Freak Like Me,176889
2024-08-18 22:01,Two Feet,Back Of My Mind,186053
2024-08-18 22:03,Labrinth,Formula,91869
2024-08-18 22:05,mehro,perfume (Sweater Beats Remix),144489
2024-08-18 22:08,Reignwolf,Keeper,186992
2024-08-18 22:20,Elijah Blond,Tijuana,71440
2024-08-19 10:09,Elijah Blond,Tijuana,99081
2024-08-19 10:11,Toby Mai,nobody,113142
2024-08-19 10:13,théos,falling down,121043
2024-08-19 10:14,NoMBe,Wait,31093
2024-08-19 14:32,NoMBe,Wait,4850
2024-08-19 14:35,Two Feet,Quick Musical Doodles,144000
2024-08-19 14:36,Tora,Love Life,50359
2024-08-20 10:17,Blaame,J'vais En Rave,254210
2024-08-20 10:19,Angerfist,Pennywise - Deadly Guns Remix,152000
2024-08-20 10:22,BananaCar,all that she wants tekno,189473
2024-08-20 10:28,BORRO,Does It Matter,121315
2024-08-21 08:14,BORRO,Does It Matter,12650
2024-08-21 08:17,Gaevert,Choose Your Style,140314
2024-08-21 08:19,Unbehold,Heidi - Hardstyle Edit,132166
2024-08-21 08:21,LAVINIA,K.O.,137222
2024-08-21 08:21,Toxic Twins,Jean Petit,1890
2024-08-21 10:31,G&J,Cuban Nights - Extended Mix,23938
2024-08-21 10:31,Toxic Twins,Jean Petit,3351
2024-08-21 10:31,Coone,Warrior Cry,17406
2024-08-21 10:34,Lucid Keys,silver,147029
2024-08-21 10:37,Hippie Sabotage,No Judgement,183807
2024-08-21 10:38,Goldkimono,To Tomorrow,23360
2024-08-21 10:38,Goldkimono,To Tomorrow,61870
2024-08-21 14:43,Goldkimono,To Tomorrow,202195
2024-08-21 14:54,Justice,Neverender,266493
2024-08-21 14:57,Harold van Lennep,Liberation,149088
2024-08-21 14:59,Naked Cameo,Phony,115774
2024-08-21 15:03,Atmozfears,pale blue dot,255961
2024-08-21 15:06,KELTEK,To The Limit,175727
2024-08-21 15:28,Kenai,Rock The Rhythm,150751
2024-08-21 16:57,Kenai,Rock The Rhythm,2584
2024-08-21 17:00,The Purge,RED MOON,181621
2024-08-21 17:02,Bloodlust,Break It Loose,157500
2024-08-21 17:05,Rejecta,Sledgehammer - Level One Remix,180750
2024-08-21 17:09,Cryex,Can't Get Enough,192155
2024-08-21 17:13,Aftershock,Bring Me To Life,275670
2024-08-21 17:16,Adjuzt,Shooting Star,169222
2024-08-21 17:26,Mutilator,ECHOES OF DESTRUCTION,154500
2024-08-21 17:30,Sickmode,WITHOUT YOU,210000
2024-08-21 17:33,Vertile,Run Away (Shutdown Festival 2024 Anthem),190347
2024-08-21 17:35,Radical Redemption,Brutal 11.0,162000
2024-08-21 17:38,Sub Zero Project,The Showdown,180329
2024-08-21 17:42,Fraw,Supercharged (Official Gearbox Supercharged 2024 Anthem),243003
2024-08-21 17:47,The Purge,NEXT TO U,166136
2024-08-21 17:50,Adjuzt,Incoming,141003
2024-08-21 17:53,Deluzion,Crank It Loud,172503
2024-08-21 18:00,Aftershock,Colorblind,177682
2024-08-21 18:00,Sickmode,YEAHBOIII,1725
2024-08-21 18:04,Sickmode,YEAHBOIII,202305
2024-08-21 18:06,RAWPVCK,System Overload,156754
2024-08-21 18:09,Cardination,Don't Wake Me Up,177000
2024-08-21 18:13,Rebelion,Retaliation,213750
2024-08-21 18:15,Fraw,Are You Ready?!,130504
2024-08-21 22:51,Wildstylez,Run With The Wolves - Aftershock Remix,101118
2024-08-21 22:54,Adjuzt,Super Naughty,24977
2024-08-21 22:54,Sub Zero Project,TECHNOBOTS,3408
2024-08-21 22:54,The Purge,DANCING IN THE SKY,173625
2024-08-21 22:56,Ran-D,When The Gods Call (Defqon.1 Opening Ceremony 2024 OST),113784
2024-08-22 10:27,Mecdoux,Mwaki,1130
2024-08-22 10:27,Darren Regan,Hungry,0
2024-08-22 10:27,Darren Regan,Hungry,915
2024-08-22 10:27,Marshmello,Miles On It,3172
2024-08-22 10:27,Marshmello,Miles On It,0
2024-08-22 10:27,Marshmello,Miles On It,1042
2024-08-22 10:28,Marshmello,Miles On It,61907
2024-08-22 10:30,Manu Chao,Je ne t'aime plus,122760
2024-08-22 10:34,Quantic,Chambacú,199077
2024-08-22 10:37,Bomba Estéreo,Me Duele,196733
2024-08-22 10:40,Manu Chao,Viva tu,188778
2024-08-22 10:43,Zoufris Maracas,Et ta mère,169080
2024-08-22 10:44,Manu Chao,Clandestino,43650
2024-08-22 10:47,Stromae,Te Quiero,204000
2024-08-22 10:48,Orelsan,La pluie (feat. Stromae),85087
2024-08-22 10:50,Orelsan,La pluie (feat. Stromae),91558
2024-08-22 10:54,Stromae,Alors On Danse - DubDogz Remix,36641
2024-08-22 10:54,Stromae,Papaoutai,232147
2024-08-22 10:58,Stromae,Je Cours,195373
2024-08-22 12:30,Stromae,Fils de joie,111978
2024-08-22 12:31,Stromae,Fils de joie,83550
2024-08-22 12:35,Stromae,Riez,201160
2024-08-22 12:38,Stromae,Formidable,213933
2024-08-22 12:42,Stromae,Tous les mêmes,210933
2024-08-22 12:46,Stromae,Meltdown,242693
2024-08-22 12:49,Stromae,Bienvenue Chez Moi,175680
2024-08-22 12:52,Stromae,C’est que du bonheur,162227
2024-08-22 12:55,Stromae,L’enfer,189720
2024-08-22 12:58,Stromae,Peace Or Violence,188427
2024-08-22 13:01,Stromae,Alors on danse - Radio Edit,206067
2024-08-22 13:04,Stromae,carmen,189027
2024-08-22 13:09,Stromae,Enfants De L'an 2000,250782
2024-08-22 13:17,Stromae,Défiler - Bande originale de la capsule No. 5 Mosaert,530843
2024-08-22 13:21,Stromae,Up Saw Liz,216440
2024-08-22 13:25,Stromae,Rail De Musique,248427
2024-08-22 13:28,Stromae,Mon amour (with Camila Cabello),187072
2024-08-22 13:32,Stromae,Repetto X Mosaert,212038
2024-08-22 13:35,Stromae,La solassitude,182160
2024-08-22 13:39,Stromae,ave cesaria,249520
2024-08-22 13:42,Stromae,Santé,191000
2024-08-22 13:46,Arno,Putain putain - Remix,209120
2024-08-22 13:49,Stromae,Ta fête,175355
2024-08-22 13:52,Stromae,Pas vraiment,162627
2024-08-22 13:54,MPL,Dimanche,87413
2024-08-22 13:57,La Femme,Sur la planche 2013,229840
2024-08-22 13:59,LYNN,Tes petites fesses,110200
2024-08-22 14:02,Vanille,Suivre le soleil,158680
2024-08-22 14:07,Milky Chance,Stolen Dance,313684
2024-08-22 14:08,Gaël Faye,Balade brésilienne,24126
2024-08-22 14:10,Biga*Ranx,Petite Marie (Fanzine Remix),166800
2024-08-22 14:14,La Femme,Elle ne t'aime pas,238733
2024-08-22 14:18,MPL,Le mystère abyssal,230307
2024-08-22 14:22,Laurie Darmon,Laisse-moi t'aimer,237427
2024-08-22 14:25,Stromae,Mon amour,172107
2024-08-22 14:26,Stromae,Alors On Danse - DubDogz Remix,2590
2024-08-22 14:26,Gaël Faye,Chalouper,46345
2024-08-22 14:29,Stromae,Je Cours,195373
2024-08-22 14:30,Stromae,Alors on danse - Radio Edit,63015
2024-08-22 14:32,Orelsan,La pluie (feat. Stromae),126286
2024-08-22 14:36,Stromae,Enfants De L'an 2000,26565
2024-08-22 14:36,Stromae,Fils de joie,195440
2024-08-22 14:39,Stromae,C’est que du bonheur,162227
2024-08-22 14:42,Stromae,Tous les mêmes,210933
2024-08-22 14:46,Stromae,Papaoutai,232147
2024-08-22 14:55,Stromae,Défiler - Bande originale de la capsule No. 5 Mosaert,530843
2024-08-22 14:58,Stromae,Meltdown,7949
2024-08-22 14:58,Stromae,carmen,189027
2024-08-22 15:02,Stromae,Up Saw Liz,216440
2024-08-22 15:05,Stromae,Mon amour (with Camila Cabello),187072
2024-08-22 15:08,Stromae,Ta fête,175427
2024-08-22 15:16,Stromae,Peace Or Violence,115753
2024-08-22 19:15,Stromae,Peace Or Violence,72821
2024-08-22 19:19,Stromae,ave cesaria,249520
2024-08-22 19:22,Stromae,Santé,191000
2024-08-22 19:27,Stromae,Rail De Musique,248426
2024-08-22 19:30,Stromae,Te Quiero,204000
2024-08-22 19:34,Stromae,L’enfer,189720
2024-08-22 19:36,Stromae,Pas vraiment,162626
2024-08-22 19:40,Stromae,Riez,201160
2024-08-22 19:42,Stromae,Bienvenue Chez Moi,175680
2024-08-22 19:46,Stromae,Repetto X Mosaert,212037
2024-08-22 20:01,Stromae,La solassitude,34365
2024-08-23 07:29,Stromae,La solassitude,147820
2024-08-23 07:33,Stromae,Formidable,213933
2024-08-23 07:36,Arno,Putain putain - Remix,209120
2024-08-23 07:38,MPL,Dimanche,87413
2024-08-23 07:41,La Femme,Sur la planche 2013,229840
2024-08-23 07:44,Emma Peters,Clandestina - Version acoustique,176959
2024-08-23 07:50,Milky Chance,Stolen Dance,313684
2024-08-23 07:53,Stromae,Fils de joie,195440
2024-08-23 07:54,Gaël Faye,Balade brésilienne,44652
2024-08-23 15:32,Gaël Faye,Balade brésilienne,232190
2024-08-23 15:45,Biga*Ranx,Petite Marie (Fanzine Remix),155050
2024-08-23 17:36,The Goo Goo Dolls,Iris,289533
2024-08-23 17:55,Milky Chance,Stolen Dance,267182
2024-08-24 06:50,Milky Chance,Stolen Dance,46551
2024-08-24 06:53,Michael Marcagi,Scared To Start,159636
2024-08-24 07:21,Kings of Leon,Pyro,246333
2024-08-24 10:23,Kings of Leon,Pyro,4207
2024-08-24 10:37,Imagine Dragons,Demons,9273
2024-08-24 22:43,Imagine Dragons,Demons,168275
2024-08-24 22:44,Benson Boone,Beautiful Things,61140
2024-08-25 10:00,Benson Boone,Beautiful Things,13757
2024-08-25 10:03,The Purge,DANCING IN THE SKY,173625
2024-08-25 10:06,Deluzion,To The Wolves,190500
2024-08-25 10:08,G&J,One More Lie,118865
2024-08-25 10:12,Bloodlust,Statement Of Superiority - Official Supremacy 2024 Anthem,274500
2024-08-25 10:15,Harris & Ford,Raverheart,148500
2024-08-25 10:18,Timmy Trumpet,Iris,174081
2024-08-25 10:22,Sofi Tukker,Cafuné,271917
2024-08-25 10:26,Coldplay,WE PRAY - Single Version,233406
2024-08-25 10:29,SWORRA,TENNIS,34018
2024-08-25 10:29,Louis The Child,Make You Mine (with Whethan & Hayley May),169906
2024-08-25 10:31,Dutch Hour,Dreaming,85714
2024-08-25 10:34,Leoniden,Motion Blur,204616
2024-08-25 10:37,DVBBS,Smile,147124
2024-08-25 10:40,Marcin,Heart-Shaped Box,219706
2024-08-25 10:44,Peach Pit,Magpie,241290
2024-08-25 10:48,Elderbrook,Sunshine,195773
2024-08-25 10:51,Petit Biscuit,The Forest,185909
2024-08-25 10:53,Kid Simius,José,157498
2024-08-25 22:04,Kid Simius,José,120800
2024-08-25 22:06,Beth Hart,Wonderful World,152846
2024-08-25 22:09,Khary,Ricochet,86065
2024-08-25 22:13,American Authors,Come Too Far,191916
2024-08-25 22:24,Kaskade,Tears Don’t Fall,66123
2024-08-26 11:37,Lady Gaga,Die With A Smile,3100
2024-08-26 11:37,Kaskade,Tears Don’t Fall,5795
2024-08-26 11:39,Seven Lions,I'll Wait For You,77935
2024-08-26 11:41,Connor Price,RUNAWAY,139447
2024-08-26 12:07,AC Slater,Brain On Drugs,107272
2024-08-26 12:13,AC Slater,Brain On Drugs,107085
2024-08-26 12:17,Jules Ahoi,Icarus,253792
2024-08-26 12:20,Migrant Motel,ROMPER,161028
2024-08-26 12:23,Please Madame,Homesick,175906
2024-08-26 12:26,Bopcorn,Conclusion,184347
2024-08-26 12:29,Judge & Jury,The Urge,180186
2024-08-26 12:32,Curse,Sonne,182562
2024-08-26 12:36,The Purge,DANCING IN THE SKY,173625
2024-08-26 12:41,Deluzion,To The Wolves,169666
2024-08-26 12:57,Bloodlust,Statement Of Superiority - Official Supremacy 2024 Anthem,274500
2024-08-26 13:01,Atmozfears,pale blue dot,255961
2024-08-26 13:19,KELTEK,To The Limit,149978
2024-08-26 18:00,KELTEK,To The Limit,25791
2024-08-26 18:03,Kenai,Rock The Rhythm,153290
2024-08-26 18:21,The Purge,RED MOON,150719
2024-08-27 10:23,The Purge,RED MOON,6822
2024-08-27 10:25,Lucas Estrada,Diamond,136457
2024-08-27 10:28,Laurentius,Floating On Forever,150538
2024-08-27 10:30,Solar State,Another Summer,136000
2024-08-27 10:33,Empire Of The Sun,Music On The Radio,176196
2024-08-27 10:36,Thierry Von Der Warth,June,163572
2024-08-27 11:01,Madism,Higher Power,141273
2024-08-27 11:36,Madism,Higher Power,17974
2024-08-27 11:36,Deepend,Save Tonight,0
2024-08-27 11:40,Supertramp,Give A Little Bit,248173
2024-08-27 11:42,Supertramp,Breakfast In America - 2010 Remastered,159346
2024-08-27 11:46,Supertramp,Dreamer,213236
2024-08-27 11:50,Supertramp,It's Raining Again,264240
2024-08-27 12:11,Supertramp,Easy Does It,138800
2024-08-27 12:30,Supertramp,The Logical Song - Remastered 2010,251252
2024-08-27 12:34,Supertramp,Bloody Well Right,272432
2024-08-27 12:41,Supertramp,Even In The Quietest Moments,386106
2024-08-27 12:42,Supertramp,My Kind Of Lady,35361
2024-08-27 12:47,Supertramp,Take The Long Way Home - 2010 Remastered,308853
2024-08-27 13:09,Supertramp,School,223026
2024-08-27 23:54,Wildstylez,Run With The Wolves - Aftershock Remix,12830
2024-08-28 09:21,Supertramp,School,112313
2024-08-28 09:28,Supertramp,From Now On,378892
2024-08-28 09:36,Supertramp,Hide In Your Shell - Remastered 2010,409889
2024-08-28 09:48,Supertramp,Goodbye Stranger - 2010 Remastered,238024
2024-08-28 09:51,Simon Ochmann,Wastin' My Time,188354
2024-08-28 09:56,U&I,Video Games - Butschi Remix,274454
2024-08-28 09:59,AEXTRAX,Leave Me Alone,36331
2024-08-28 09:59,IRAH,Gunfinger (Salute),166896
2024-08-28 15:13,Chase & Status,Liquor & Cigarettes (feat. ArrDee),24500
2024-08-28 15:18,Coldplay,feelslikeimfallinginlove - Single Version,237803
2024-08-28 15:20,Imagine Dragons,Wake Up,166707
2024-08-28 15:23,Imagine Dragons,Nice to Meet You,190773
2024-08-28 15:27,Imagine Dragons,Eyes Closed,200027
2024-08-28 15:29,Imagine Dragons,Take Me to the Beach,167080
2024-08-28 15:33,Imagine Dragons,In Your Corner,239893
2024-08-28 15:36,Imagine Dragons,Gods Don’t Pray,169893
2024-08-28 15:39,Imagine Dragons,Don’t Forget Me,178480
2024-08-28 15:42,Imagine Dragons,Kid,159787
2024-08-28 15:46,Imagine Dragons,Fire in These Hills,219280
2024-08-28 15:49,Imagine Dragons,Eyes Closed (feat. J Balvin),200013
2024-08-28 15:52,Milky Chance,Naked And Alive,207669
2024-08-28 15:56,AJR,Inertia - Acoustic,230991
2024-08-28 15:59,Twenty One Pilots,The Craving - single version,173867
2024-08-28 16:02,Twenty One Pilots,Backslide,180000
2024-08-29 09:01,Twenty One Pilots,Next Semester,132704
2024-08-29 09:01,Chase & Status,Liquor & Cigarettes (feat. ArrDee),2836
2024-08-29 09:05,Manu Chao,Tu Te Vas,205839
2024-08-29 09:31,Manu Chao,São Paulo Motoboy,142320
2024-08-29 10:32,Manu Chao,São Paulo Motoboy,6314
2024-08-29 10:32,Manu Chao,Viva Tu,578
2024-08-29 10:35,The Purge,BACK 2 OLD SCHOOL,157152
2024-08-29 10:37,Kenai,Rock The Rhythm,153290
2024-08-29 10:40,The Purge,RED MOON,181621
2024-08-29 10:43,KELTEK,To The Limit,175727
